img_1.jpg	[[[787.0, 294.0], [876.0, 294.0], [876.0, 326.0], [787.0, 326.0]], [[789.0, 396.0], [876.0, 396.0], [876.0, 426.0], [789.0, 426.0]], [[812.0, 498.0], [864.0, 496.0], [864.0, 516.0], [813.0, 518.0]]]
img_10.jpg	[[[788.0, 294.0], [876.0, 294.0], [876.0, 326.0], [788.0, 326.0]], [[789.0, 394.0], [875.0, 394.0], [875.0, 426.0], [789.0, 426.0]], [[814.0, 498.0], [863.0, 498.0], [863.0, 518.0], [814.0, 518.0]]]
img_100.jpg	[[[789.0, 294.0], [876.0, 294.0], [876.0, 326.0], [789.0, 326.0]], [[789.0, 395.0], [876.0, 398.0], [875.0, 427.0], [789.0, 425.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_101.jpg	[[[789.0, 295.0], [878.0, 295.0], [878.0, 326.0], [789.0, 326.0]], [[788.0, 398.0], [876.0, 398.0], [876.0, 426.0], [788.0, 426.0]], [[814.0, 499.0], [865.0, 499.0], [865.0, 519.0], [814.0, 519.0]]]
img_102.jpg	[[[789.0, 295.0], [876.0, 295.0], [876.0, 326.0], [789.0, 326.0]], [[789.0, 398.0], [876.0, 398.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_103.jpg	[[[790.0, 294.0], [876.0, 294.0], [876.0, 326.0], [790.0, 326.0]], [[789.0, 396.0], [876.0, 396.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_104.jpg	[[[790.0, 295.0], [876.0, 295.0], [876.0, 326.0], [790.0, 326.0]], [[789.0, 398.0], [873.0, 398.0], [873.0, 428.0], [789.0, 428.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_105.jpg	[[[789.0, 294.0], [879.0, 294.0], [879.0, 326.0], [789.0, 326.0]], [[789.0, 398.0], [876.0, 398.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 518.0], [814.0, 518.0]]]
img_106.jpg	[[[790.0, 294.0], [877.0, 296.0], [876.0, 327.0], [789.0, 325.0]], [[789.0, 398.0], [875.0, 398.0], [875.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_107.jpg	[[[790.0, 293.0], [877.0, 295.0], [876.0, 328.0], [789.0, 326.0]], [[789.0, 398.0], [876.0, 398.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_108.jpg	[[[789.0, 295.0], [878.0, 295.0], [878.0, 326.0], [789.0, 326.0]], [[789.0, 396.0], [876.0, 396.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_109.jpg	[[[789.0, 295.0], [879.0, 295.0], [879.0, 326.0], [789.0, 326.0]], [[789.0, 396.0], [876.0, 396.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 520.0], [814.0, 520.0]]]
img_11.jpg	[[[787.0, 294.0], [876.0, 294.0], [876.0, 326.0], [787.0, 326.0]], [[789.0, 395.0], [876.0, 395.0], [876.0, 426.0], [789.0, 426.0]], [[812.0, 498.0], [865.0, 498.0], [865.0, 518.0], [812.0, 518.0]]]
img_110.jpg	[[[789.0, 295.0], [878.0, 295.0], [878.0, 326.0], [789.0, 326.0]], [[789.0, 398.0], [876.0, 398.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_111.jpg	[[[789.0, 296.0], [879.0, 296.0], [879.0, 326.0], [789.0, 326.0]], [[789.0, 398.0], [876.0, 398.0], [876.0, 426.0], [789.0, 426.0]], [[815.0, 499.0], [864.0, 499.0], [864.0, 519.0], [815.0, 519.0]]]
img_112.jpg	[[[789.0, 295.0], [876.0, 295.0], [876.0, 326.0], [789.0, 326.0]], [[789.0, 398.0], [875.0, 398.0], [875.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_113.jpg	[[[789.0, 296.0], [878.0, 296.0], [878.0, 326.0], [789.0, 326.0]], [[789.0, 398.0], [876.0, 398.0], [876.0, 426.0], [789.0, 426.0]], [[814.0, 499.0], [864.0, 499.0], [864.0, 519.0], [814.0, 519.0]]]
img_114.jpg	[[[789.0, 296.0], [876.0, 296.0], [876.0, 326.0], [789.0, 326.0]], [[789.0, 397.0], [875.0, 397.0], [875.0, 427.0], [789.0, 427.0]], [[814.0, 499.0], [865.0, 499.0], [865.0, 519.0], [814.0, 519.0]]]
